197, 0, 91, 0.00
198, 0, 45, 0.00
199, 0, 465, 0.00
200, 0, 15, 0.00
201, 0, 3, 0.00
202, 0, 6, 0.00
203, 0, 1, 0.00
204, 0, 78, 0.00
205, 0, 210, 0.00
206, 0, 36, 0.00
207, 0, 91, 0.00
208, 1, 8385, 0.00
209, 1, 10296, 0.00
210, 0, 2415, 0.00
211, 3, 4186, 0.00
212, 0, 4465, 0.00
213, 8, 60726, 0.00
214, 0, 2628, 0.00
215, 2, 12720, 0.00
216, 0, 171, 0.00
217, 0, 91, 0.00
218, 0, 78, 0.00
219, 0, 45, 0.00
220, 3, 7381, 0.00
221, 14, 63903, 0.00
222, 3, 3081, 0.00
223, 0, 7626, 0.00
224, 0, 15, 0.00
225, 0, 10, 0.00
226, 0, 3, 0.00
228, 0, 3, 0.00
229, 0, 3, 0.00
230, 0, 1, 0.00
231, 0, 6, 0.00
233, 0, 1, 0.00
234, 0, 21, 0.00
236, 1, 276, 0.00
237, 0, 91, 0.00
238, 0, 78, 0.00
239, 0, 66, 0.00
240, 0, 300, 0.00
241, 1, 253, 0.00
242, 0, 66, 0.00
243, 1, 78, 0.01
244, 0, 210, 0.00
245, 0, 528, 0.00
246, 0, 66, 0.00
247, 1, 91, 0.01
248, 0, 36, 0.00
249, 0, 10, 0.00
250, 0, 36, 0.00
251, 0, 1, 0.00
252, 3, 1953, 0.00
253, 3, 4560, 0.00
254, 1, 528, 0.00
255, 0, 1770, 0.00
270, 0, 1, 0.00
271, 0, 6, 0.00
286, 0, 3, 0.00
289, 0, 1, 0.00
291, 0, 1, 0.00
293, 0, 1, 0.00
295, 0, 1, 0.00
298, 0, 6, 0.00
299, 0, 21, 0.00
300, 1, 120, 0.01
301, 0, 378, 0.00
302, 0, 861, 0.00
303, 0, 2850, 0.00
305, 0, 1, 0.00
306, 0, 3, 0.00
307, 0, 6, 0.00
309, 0, 1, 0.00
313, 0, 10, 0.00
315, 0, 21, 0.00
316, 0, 1770, 0.00
317, 1, 4851, 0.00
318, 0, 7750, 0.00
319, 0, 29161, 0.00
320, 0, 136, 0.00
321, 0, 153, 0.00
322, 1, 435, 0.00
323, 0, 78, 0.00
324, 0, 28, 0.00
325, 0, 6, 0.00
326, 0, 6, 0.00
327, 0, 3, 0.00
328, 0, 45, 0.00
329, 0, 55, 0.00
330, 0, 253, 0.00
331, 0, 66, 0.00
332, 0, 55, 0.00
333, 0, 136, 0.00
334, 0, 105, 0.00
335, 0, 136, 0.00
336, 1, 10, 0.10
337, 0, 6, 0.00
339, 0, 10, 0.00
340, 0, 28, 0.00
341, 0, 253, 0.00
342, 0, 3, 0.00
343, 0, 36, 0.00
345, 0, 1, 0.00
347, 0, 6, 0.00
348, 0, 120, 0.00
349, 0, 378, 0.00
350, 0, 66, 0.00
351, 4, 465, 0.01
352, 1, 7140, 0.00
353, 0, 2016, 0.00
354, 2, 14365, 0.00
355, 0, 2556, 0.00
356, 0, 66, 0.00
357, 0, 66, 0.00
358, 0, 171, 0.00
359, 0, 136, 0.00
360, 1, 8911, 0.00
361, 0, 2850, 0.00
362, 5, 87990, 0.00
363, 1, 12880, 0.00
364, 0, 7626, 0.00
365, 3, 8385, 0.00
366, 14, 53628, 0.00
367, 5, 18528, 0.00
368, 0, 105, 0.00
369, 0, 6, 0.00
370, 0, 231, 0.00
371, 0, 1, 0.00
372, 0, 36, 0.00
373, 0, 78, 0.00
374, 0, 45, 0.00
375, 0, 36, 0.00
376, 0, 66, 0.00
377, 0, 55, 0.00
378, 0, 210, 0.00
379, 0, 36, 0.00
380, 0, 1431, 0.00
381, 0, 2346, 0.00
382, 1, 2485, 0.00
383, 2, 4005, 0.00
401, 0, 1, 0.00
407, 0, 15, 0.00
410, 0, 1, 0.00
412, 0, 3, 0.00
413, 0, 15, 0.00
414, 0, 10, 0.00
415, 0, 66, 0.00
425, 0, 1, 0.00
426, 0, 1, 0.00
428, 0, 1, 0.00
429, 0, 1, 0.00
430, 0, 36, 0.00
431, 0, 55, 0.00
436, 0, 1, 0.00
443, 0, 1, 0.00
444, 0, 1431, 0.00
445, 0, 3403, 0.00
446, 0, 7503, 0.00
447, 1, 10011, 0.00
448, 0, 15, 0.00
449, 0, 36, 0.00
450, 0, 1, 0.00
451, 0, 1, 0.00
452, 0, 10, 0.00
455, 0, 6, 0.00
458, 0, 1, 0.00
460, 0, 1, 0.00
461, 0, 15, 0.00
463, 0, 1, 0.00
464, 0, 105, 0.00
465, 0, 120, 0.00
466, 0, 45, 0.00
467, 0, 28, 0.00
468, 0, 136, 0.00
469, 0, 351, 0.00
470, 0, 28, 0.00
471, 0, 45, 0.00
472, 0, 15, 0.00
474, 0, 6, 0.00
475, 0, 1, 0.00
476, 0, 91, 0.00
477, 0, 276, 0.00
478, 0, 28, 0.00
479, 1, 91, 0.01
480, 0, 253, 0.00
481, 0, 21, 0.00
482, 0, 210, 0.00
483, 0, 3, 0.00
484, 0, 28, 0.00
485, 0, 1, 0.00
486, 0, 36, 0.00
487, 0, 21, 0.00
488, 0, 91, 0.00
489, 0, 15, 0.00
490, 0, 406, 0.00
491, 0, 3, 0.00
492, 0, 276, 0.00
493, 0, 210, 0.00
494, 0, 595, 0.00
495, 0, 91, 0.00
496, 0, 78, 0.00
497, 0, 15, 0.00
498, 0, 28, 0.00
499, 0, 1, 0.00
500, 0, 253, 0.00
501, 0, 78, 0.00
502, 0, 21, 0.00
503, 0, 28, 0.00
504, 0, 78, 0.00
505, 0, 6, 0.00
506, 0, 36, 0.00
508, 0, 1378, 0.00
509, 2, 990, 0.00
510, 0, 153, 0.00
511, 0, 630, 0.00
515, 0, 1, 0.00
517, 0, 3, 0.00
525, 0, 3, 0.00
529, 0, 1, 0.00
533, 0, 1, 0.00
534, 0, 1, 0.00
535, 0, 10, 0.00
538, 0, 1, 0.00
541, 0, 3, 0.00
558, 0, 1, 0.00
572, 0, 1, 0.00
573, 0, 3, 0.00
575, 0, 66, 0.00
576, 0, 78, 0.00
577, 0, 465, 0.00
578, 0, 120, 0.00
579, 0, 325, 0.00
580, 0, 6, 0.00
581, 0, 6, 0.00
582, 0, 10, 0.00
583, 0, 15, 0.00
584, 0, 21, 0.00
585, 0, 6, 0.00
586, 0, 3, 0.00
588, 0, 91, 0.00
589, 2, 136, 0.01
590, 0, 78, 0.00
591, 0, 45, 0.00
592, 0, 28, 0.00
593, 0, 66, 0.00
594, 0, 45, 0.00
595, 0, 105, 0.00
596, 0, 6, 0.00
597, 0, 78, 0.00
598, 0, 21, 0.00
599, 0, 36, 0.00
600, 0, 1, 0.00
601, 0, 1, 0.00
602, 0, 1, 0.00
603, 0, 1, 0.00
604, 0, 91, 0.00
605, 0, 171, 0.00
606, 0, 21, 0.00
607, 0, 55, 0.00
608, 0, 6, 0.00
609, 0, 21, 0.00
612, 0, 6, 0.00
615, 0, 1, 0.00
616, 1, 36, 0.03
617, 0, 10, 0.00
618, 0, 91, 0.00
619, 0, 10, 0.00
620, 1, 190, 0.01
621, 0, 36, 0.00
622, 0, 325, 0.00
623, 0, 28, 0.00
626, 0, 1, 0.00
627, 0, 1, 0.00
628, 0, 1, 0.00
631, 0, 6, 0.00
633, 0, 6, 0.00
634, 0, 1, 0.00
635, 0, 10, 0.00
636, 0, 105, 0.00
637, 0, 28, 0.00
638, 0, 21, 0.00
639, 0, 28, 0.00
641, 0, 10, 0.00
643, 0, 3, 0.00
645, 0, 6, 0.00
647, 0, 1, 0.00
652, 0, 1, 0.00
655, 0, 1, 0.00
657, 0, 1, 0.00
658, 0, 1, 0.00
659, 0, 3, 0.00
660, 0, 28, 0.00
661, 0, 378, 0.00
662, 0, 28, 0.00
663, 0, 630, 0.00
665, 0, 1, 0.00
667, 0, 1, 0.00
668, 0, 1431, 0.00
669, 0, 7021, 0.00
670, 0, 2415, 0.00
671, 2, 13530, 0.00
675, 0, 1, 0.00
686, 0, 1, 0.00
687, 0, 10, 0.00
692, 0, 1, 0.00
693, 0, 10, 0.00
694, 0, 1, 0.00
697, 0, 3, 0.00
698, 0, 1, 0.00
699, 0, 3, 0.00
700, 0, 231, 0.00
701, 0, 990, 0.00
702, 1, 1830, 0.00
703, 0, 6670, 0.00
704, 0, 406, 0.00
705, 0, 1225, 0.00
706, 0, 1431, 0.00
707, 0, 496, 0.00
708, 0, 28, 0.00
709, 0, 66, 0.00
710, 0, 10, 0.00
711, 0, 21, 0.00
712, 0, 55, 0.00
713, 0, 3, 0.00
714, 0, 6, 0.00
716, 0, 28, 0.00
717, 0, 15, 0.00
720, 0, 10585, 0.00
721, 0, 8256, 0.00
722, 3, 4095, 0.00
723, 0, 2775, 0.00
724, 0, 3828, 0.00
725, 0, 11476, 0.00
726, 1, 1275, 0.00
727, 0, 1326, 0.00
728, 0, 190, 0.00
729, 0, 171, 0.00
730, 0, 15, 0.00
731, 0, 6, 0.00
732, 0, 1275, 0.00
733, 0, 2211, 0.00
734, 0, 55, 0.00
735, 0, 55, 0.00
737, 0, 6, 0.00
738, 0, 10, 0.00
740, 0, 1, 0.00
744, 0, 28, 0.00
745, 0, 6, 0.00
747, 0, 1, 0.00
748, 0, 3, 0.00
749, 0, 6, 0.00
750, 0, 3, 0.00
752, 0, 28, 0.00
753, 0, 28, 0.00
754, 0, 10, 0.00
755, 0, 3, 0.00
756, 0, 91, 0.00
757, 0, 15, 0.00
758, 0, 21, 0.00
759, 0, 3, 0.00
760, 0, 45, 0.00
761, 0, 28, 0.00
762, 0, 1, 0.00
763, 0, 10, 0.00
764, 0, 325, 0.00
765, 0, 300, 0.00
766, 0, 45, 0.00
767, 0, 10, 0.00
799, 0, 1, 0.00
812, 0, 3, 0.00
813, 0, 3, 0.00
814, 0, 6, 0.00
815, 0, 15, 0.00
817, 0, 3, 0.00
819, 0, 1, 0.00
828, 0, 66, 0.00
829, 0, 78, 0.00
830, 0, 105, 0.00
831, 0, 300, 0.00
832, 0, 66, 0.00
833, 0, 66, 0.00
834, 0, 36, 0.00
835, 0, 78, 0.00
837, 0, 3, 0.00
841, 0, 1, 0.00
842, 0, 1, 0.00
844, 0, 6, 0.00
847, 0, 3, 0.00
849, 0, 10, 0.00
853, 0, 1, 0.00
858, 0, 3, 0.00
860, 1, 6, 0.17
861, 0, 6, 0.00
863, 0, 3, 0.00
864, 0, 78, 0.00
865, 0, 10, 0.00
866, 0, 105, 0.00
867, 0, 21, 0.00
870, 0, 15, 0.00
871, 0, 28, 0.00
872, 1, 253, 0.00
873, 0, 21, 0.00
874, 0, 435, 0.00
875, 0, 21, 0.00
876, 0, 66, 0.00
877, 0, 45, 0.00
878, 0, 231, 0.00
879, 0, 45, 0.00
880, 0, 10, 0.00
881, 0, 3, 0.00
882, 0, 1, 0.00
884, 0, 1, 0.00
885, 0, 3, 0.00
887, 0, 1, 0.00
888, 0, 15, 0.00
889, 0, 3, 0.00
890, 0, 21, 0.00
892, 0, 28, 0.00
893, 0, 3, 0.00
894, 0, 15, 0.00
895, 0, 15, 0.00
910, 0, 1, 0.00
915, 0, 10, 0.00
916, 0, 6, 0.00
917, 0, 3, 0.00
918, 0, 3, 0.00
919, 0, 28, 0.00
921, 0, 1, 0.00
924, 0, 36, 0.00
925, 0, 105, 0.00
926, 0, 190, 0.00
927, 0, 171, 0.00
940, 0, 6, 0.00
941, 0, 21, 0.00
942, 0, 1, 0.00
943, 0, 3, 0.00
945, 0, 1, 0.00
948, 0, 1, 0.00
949, 0, 3, 0.00
951, 0, 3, 0.00
953, 0, 1, 0.00
954, 0, 1, 0.00
956, 0, 780, 0.00
957, 0, 1128, 0.00
958, 0, 1431, 0.00
959, 0, 2701, 0.00
960, 0, 21, 0.00
961, 0, 28, 0.00
962, 0, 28, 0.00
964, 0, 1, 0.00
966, 0, 1, 0.00
968, 0, 1, 0.00
970, 0, 10, 0.00
972, 0, 1, 0.00
976, 0, 105, 0.00
977, 0, 28, 0.00
978, 0, 3, 0.00
979, 0, 3, 0.00
980, 0, 153, 0.00
981, 0, 36, 0.00
982, 0, 10, 0.00
983, 0, 6, 0.00
984, 0, 10, 0.00
986, 0, 1, 0.00
988, 0, 66, 0.00
989, 0, 15, 0.00
990, 0, 3, 0.00
992, 0, 28, 0.00
993, 0, 10, 0.00
994, 0, 45, 0.00
995, 0, 21, 0.00
996, 0, 1, 0.00
998, 0, 1, 0.00
1000, 0, 66, 0.00
1001, 0, 6, 0.00
1002, 0, 45, 0.00
1004, 0, 78, 0.00
1005, 0, 1, 0.00
1006, 0, 45, 0.00
1007, 0, 1, 0.00
1008, 0, 45, 0.00
1009, 0, 3, 0.00
1010, 0, 15, 0.00
1012, 0, 45, 0.00
1013, 0, 6, 0.00
1014, 0, 1, 0.00
1016, 0, 78, 0.00
1017, 0, 1, 0.00
1018, 0, 1, 0.00
1020, 0, 91, 0.00
1021, 0, 171, 0.00
1022, 0, 15, 0.00
1023, 0, 6, 0.00
1069, 0, 1, 0.00
1083, 0, 1, 0.00
1084, 0, 1, 0.00
1086, 0, 6, 0.00
1087, 0, 1, 0.00
1088, 0, 120, 0.00
1089, 0, 741, 0.00
1090, 0, 105, 0.00
1091, 0, 171, 0.00
1092, 0, 3, 0.00
1093, 0, 6, 0.00
1094, 0, 6, 0.00
1095, 0, 1, 0.00
1096, 0, 6, 0.00
1098, 0, 6, 0.00
1100, 0, 171, 0.00
1101, 0, 45, 0.00
1102, 0, 276, 0.00
1103, 0, 21, 0.00
1104, 0, 10, 0.00
1105, 0, 10, 0.00
1106, 0, 28, 0.00
1107, 0, 6, 0.00
1108, 0, 1, 0.00
1109, 0, 15, 0.00
1110, 0, 6, 0.00
1111, 0, 45, 0.00
1115, 0, 1, 0.00
1116, 0, 15, 0.00
1117, 1, 406, 0.00
1118, 0, 45, 0.00
1119, 0, 120, 0.00
1120, 0, 36, 0.00
1121, 0, 105, 0.00
1122, 0, 36, 0.00
1123, 0, 120, 0.00
1124, 0, 1, 0.00
1125, 0, 3, 0.00
1127, 0, 6, 0.00
1128, 0, 45, 0.00
1129, 0, 10, 0.00
1130, 0, 153, 0.00
1131, 0, 55, 0.00
1132, 0, 231, 0.00
1133, 0, 15, 0.00
1134, 0, 496, 0.00
1135, 0, 120, 0.00
1136, 0, 10, 0.00
1137, 0, 1, 0.00
1140, 0, 1, 0.00
1141, 0, 3, 0.00
1143, 0, 10, 0.00
1144, 0, 6, 0.00
1145, 0, 15, 0.00
1147, 0, 21, 0.00
1148, 0, 55, 0.00
1149, 0, 91, 0.00
1150, 0, 3, 0.00
1151, 0, 105, 0.00
1165, 0, 1, 0.00
1169, 0, 6, 0.00
1171, 0, 1, 0.00
1173, 0, 10, 0.00
1175, 0, 1, 0.00
1178, 0, 1, 0.00
1180, 0, 1, 0.00
1181, 0, 78, 0.00
1182, 0, 10, 0.00
1183, 0, 10, 0.00
1212, 0, 10, 0.00
1213, 0, 78, 0.00
1214, 0, 45, 0.00
1215, 0, 15, 0.00
1216, 0, 21, 0.00
1217, 0, 78, 0.00
1218, 0, 136, 0.00
1219, 0, 78, 0.00
1220, 0, 6, 0.00
1222, 0, 3, 0.00
1224, 0, 10, 0.00
1225, 0, 3, 0.00
1228, 0, 10, 0.00
1229, 0, 45, 0.00
1230, 0, 3, 0.00
1231, 0, 3, 0.00
1232, 0, 55, 0.00
1233, 0, 21, 0.00
1234, 0, 45, 0.00
1235, 0, 21, 0.00
1236, 0, 210, 0.00
1237, 0, 276, 0.00
1238, 0, 6, 0.00
1239, 0, 15, 0.00
1240, 0, 3, 0.00
1241, 0, 3, 0.00
1242, 0, 1, 0.00
1243, 0, 6, 0.00
1244, 0, 325, 0.00
1245, 2, 465, 0.00
1246, 0, 36, 0.00
1247, 0, 36, 0.00
1248, 0, 3, 0.00
1249, 0, 3, 0.00
1250, 0, 6, 0.00
1252, 0, 1, 0.00
1258, 0, 3, 0.00
1259, 0, 1, 0.00
1260, 0, 1, 0.00
1262, 0, 10, 0.00
1263, 0, 10, 0.00
1264, 0, 36, 0.00
1265, 0, 6, 0.00
1266, 0, 28, 0.00
1269, 0, 1, 0.00
1270, 0, 1, 0.00
1272, 0, 3, 0.00
1273, 0, 3, 0.00
1274, 0, 3, 0.00
1275, 0, 3, 0.00
1276, 1, 55, 0.02
1277, 0, 15, 0.00
1278, 0, 15, 0.00
1279, 0, 3, 0.00
1293, 0, 3, 0.00
1295, 0, 1, 0.00
1310, 0, 3, 0.00
1311, 0, 10, 0.00
1315, 0, 10, 0.00
1316, 0, 1, 0.00
1319, 0, 1, 0.00
1320, 0, 36, 0.00
1321, 0, 15, 0.00
1322, 0, 630, 0.00
1323, 0, 276, 0.00
1324, 1, 861, 0.00
1325, 0, 2775, 0.00
1326, 0, 4371, 0.00
1327, 2, 8385, 0.00
1336, 0, 1, 0.00
1337, 0, 3, 0.00
1338, 0, 6, 0.00
1339, 0, 3, 0.00
1340, 0, 190, 0.00
1341, 0, 780, 0.00
1342, 0, 1035, 0.00
1343, 0, 2628, 0.00
1344, 0, 561, 0.00
1345, 0, 1275, 0.00
1346, 0, 666, 0.00
1347, 0, 406, 0.00
1349, 0, 10, 0.00
1351, 1, 3, 0.33
1352, 0, 15, 0.00
1353, 0, 36, 0.00
1354, 1, 66, 0.02
1355, 0, 36, 0.00
1356, 0, 78, 0.00
1357, 0, 21, 0.00
1358, 0, 3, 0.00
1359, 0, 21, 0.00
1360, 0, 10, 0.00
1361, 0, 1, 0.00
1362, 0, 36, 0.00
1363, 0, 1, 0.00
1364, 0, 105, 0.00
1365, 0, 1, 0.00
1366, 0, 6, 0.00
1369, 0, 6, 0.00
1370, 0, 1, 0.00
1371, 0, 15, 0.00
1372, 0, 28, 0.00
1373, 0, 55, 0.00
1374, 0, 21, 0.00
1375, 0, 1, 0.00
1376, 1, 5671, 0.00
1377, 1, 3570, 0.00
1378, 5, 17766, 0.00
1379, 0, 3655, 0.00
1380, 0, 105, 0.00
1381, 0, 3, 0.00
1382, 0, 120, 0.00
1384, 4, 3828, 0.00
1385, 0, 1378, 0.00
1386, 10, 19110, 0.00
1387, 0, 1653, 0.00
1388, 1, 1953, 0.00
1389, 0, 276, 0.00
1390, 2, 3828, 0.00
1391, 0, 406, 0.00
1392, 1, 253, 0.00
1393, 0, 3, 0.00
1394, 0, 55, 0.00
1396, 0, 21, 0.00
1397, 0, 6, 0.00
1398, 0, 1, 0.00
1399, 0, 1, 0.00
1400, 0, 78, 0.00
1401, 0, 66, 0.00
1402, 0, 45, 0.00
1403, 0, 6, 0.00
1404, 0, 210, 0.00
1405, 0, 136, 0.00
1406, 1, 171, 0.01
1407, 0, 120, 0.00
1410, 0, 1, 0.00
1411, 0, 1, 0.00
1419, 0, 1, 0.00
1424, 0, 1, 0.00
1430, 0, 1, 0.00
1436, 0, 1, 0.00
1437, 0, 1, 0.00
1438, 0, 1, 0.00
1439, 0, 1, 0.00
1440, 0, 1, 0.00
1443, 0, 1, 0.00
1445, 0, 3, 0.00
1448, 0, 1, 0.00
1449, 0, 3, 0.00
1451, 0, 1, 0.00
1452, 0, 3, 0.00
1453, 0, 120, 0.00
1454, 0, 55, 0.00
1455, 0, 55, 0.00
1457, 0, 1, 0.00
1459, 0, 1, 0.00
1460, 0, 3, 0.00
1461, 0, 1, 0.00
1463, 0, 3, 0.00
1464, 0, 3, 0.00
1465, 0, 6, 0.00
1466, 0, 1, 0.00
1467, 0, 21, 0.00
1468, 0, 406, 0.00
1469, 0, 990, 0.00
1470, 0, 1035, 0.00
1471, 0, 2926, 0.00
1472, 0, 10, 0.00
1473, 0, 6, 0.00
1474, 0, 6, 0.00
1475, 0, 1, 0.00
1480, 0, 6, 0.00
1481, 0, 1, 0.00
1482, 0, 36, 0.00
1484, 0, 1, 0.00
1485, 0, 3, 0.00
1488, 0, 91, 0.00
1490, 0, 15, 0.00
1491, 0, 3, 0.00
1492, 0, 28, 0.00
1493, 0, 3, 0.00
1494, 0, 1, 0.00
1496, 0, 1, 0.00
1500, 0, 36, 0.00
1501, 0, 28, 0.00
1504, 0, 136, 0.00
1505, 0, 45, 0.00
1506, 0, 21, 0.00
1507, 0, 1, 0.00
1508, 0, 10, 0.00
1509, 0, 6, 0.00
1512, 0, 21, 0.00
1513, 0, 28, 0.00
1514, 0, 120, 0.00
1515, 0, 6, 0.00
1516, 0, 55, 0.00
1517, 0, 28, 0.00
1518, 0, 10, 0.00
1520, 0, 351, 0.00
1521, 0, 66, 0.00
1522, 0, 190, 0.00
1524, 0, 91, 0.00
1525, 0, 3, 0.00
1528, 0, 45, 0.00
1529, 0, 10, 0.00
1530, 0, 21, 0.00
1531, 0, 1, 0.00
1532, 0, 66, 0.00
1533, 0, 78, 0.00
1534, 0, 10, 0.00
1535, 0, 3, 0.00
1539, 0, 10, 0.00
1546, 0, 1, 0.00
1555, 0, 1, 0.00
1559, 0, 1, 0.00
1562, 0, 1, 0.00
1563, 0, 15, 0.00
1566, 0, 1, 0.00
1567, 0, 10, 0.00
1570, 0, 6, 0.00
1575, 0, 1, 0.00
1576, 0, 1, 0.00
1577, 0, 1, 0.00
1579, 0, 15, 0.00
1580, 0, 1, 0.00
1583, 0, 1, 0.00
1596, 0, 1, 0.00
1598, 0, 15, 0.00
1599, 0, 28, 0.00
1600, 1, 7626, 0.00
1601, 1, 3655, 0.00
1602, 0, 1540, 0.00
1603, 0, 300, 0.00
1604, 0, 351, 0.00
1605, 0, 36, 0.00
1606, 0, 10, 0.00
1607, 0, 6, 0.00
1608, 0, 78, 0.00
1609, 0, 28, 0.00
1610, 0, 1, 0.00
1611, 0, 1, 0.00
1612, 0, 171, 0.00
1613, 0, 55, 0.00
1614, 0, 15, 0.00
1615, 0, 3, 0.00
1616, 0, 36, 0.00
1617, 0, 55, 0.00
1618, 0, 28, 0.00
1619, 0, 28, 0.00
1620, 0, 55, 0.00
1621, 0, 10, 0.00
1622, 0, 10, 0.00
1623, 0, 1, 0.00
1624, 0, 10, 0.00
1625, 0, 1, 0.00
1626, 0, 1, 0.00
1628, 0, 91, 0.00
1629, 0, 21, 0.00
1630, 0, 3, 0.00
1631, 0, 6, 0.00
1632, 0, 66, 0.00
1633, 0, 55, 0.00
1634, 0, 91, 0.00
1635, 0, 15, 0.00
1636, 0, 28, 0.00
1637, 0, 28, 0.00
1638, 0, 3, 0.00
1640, 0, 45, 0.00
1641, 0, 28, 0.00
1642, 0, 36, 0.00
1643, 0, 6, 0.00
1644, 0, 378, 0.00
1645, 0, 210, 0.00
1646, 0, 36, 0.00
1647, 0, 15, 0.00
1649, 0, 3, 0.00
1650, 0, 3, 0.00
1652, 0, 6, 0.00
1653, 0, 3, 0.00
1656, 0, 1, 0.00
1658, 0, 1, 0.00
1659, 0, 3, 0.00
1660, 0, 21, 0.00
1661, 0, 1, 0.00
1662, 0, 3, 0.00
1663, 0, 1, 0.00
1665, 0, 6, 0.00
1667, 0, 21, 0.00
1671, 0, 1, 0.00
1673, 0, 3, 0.00
1674, 0, 1, 0.00
1677, 0, 3, 0.00
1679, 0, 15, 0.00
1680, 0, 171, 0.00
1681, 0, 325, 0.00
1682, 0, 36, 0.00
1683, 0, 496, 0.00
1684, 1, 561, 0.00
1685, 0, 8646, 0.00
1686, 0, 210, 0.00
1687, 0, 1431, 0.00
1688, 0, 3, 0.00
1689, 0, 21, 0.00
1690, 0, 1, 0.00
1691, 0, 1, 0.00
1692, 0, 1485, 0.00
1693, 0, 7260, 0.00
1694, 0, 1891, 0.00
1695, 0, 5565, 0.00
1696, 0, 3, 0.00
1698, 0, 3, 0.00
1702, 0, 1, 0.00
1705, 0, 1, 0.00
1710, 0, 6, 0.00
1711, 0, 3, 0.00
1712, 0, 3, 0.00
1713, 0, 1, 0.00
1714, 0, 6, 0.00
1715, 0, 45, 0.00
1716, 0, 10, 0.00
1717, 0, 78, 0.00
1718, 0, 36, 0.00
1719, 0, 36, 0.00
1720, 0, 1, 0.00
1721, 0, 1, 0.00
1723, 0, 3, 0.00
1724, 0, 325, 0.00
1725, 0, 903, 0.00
1726, 0, 435, 0.00
1727, 0, 1596, 0.00
1728, 1, 4656, 0.00
1729, 1, 2556, 0.00
1730, 0, 3003, 0.00
1731, 1, 703, 0.00
1732, 0, 120, 0.00
1733, 0, 15, 0.00
1734, 0, 78, 0.00
1736, 1, 136, 0.01
1737, 0, 45, 0.00
1738, 0, 10, 0.00
1739, 0, 3, 0.00
1740, 0, 253, 0.00
1741, 0, 15, 0.00
1742, 0, 66, 0.00
1744, 1, 7626, 0.00
1745, 0, 2850, 0.00
1746, 1, 2485, 0.00
1747, 0, 595, 0.00
